Block,Average Revenue,Total Revenue,Ride Count
40.99 -74.04,49.8,99.6,2
40.675 -73.52,180.8,180.8,1
40.84 -73.895,11.64,93.1,8
40.835 -74.36,7.19,21.57,3
40.815 -74.0,45.73,868.78,19
40.77 -74.355,183.55,367.09,2
40.885 -73.795,88.41,176.83,2
40.925 -73.825,73.7,294.81,4
40.73 -73.82,21.31,1598.45,75
40.63 -74.005,16.94,1372.07,81
40.675 -73.8,62.23,160238.66,2575
40.95 -74.0,64.81,324.06,5
40.78 -73.8,21.34,298.8,14
40.78 -74.015,43.9,2984.9,68
40.72 -73.615,120.3,120.3,1
40.87 -74.425,225.47,676.42,3
40.655 -73.64,90.35,90.35,1
40.8 -73.675,94.88,284.65,3
40.74 -73.835,57.25,8186.27,143
41.135 -73.795,180.35,180.35,1
40.735 -73.695,4.9,24.51,5
40.85 -73.915,14.31,2575.15,180
40.69 -73.97,15.1,207302.29,13730
40.695 -73.99,19.15,860123.15,44926
40.72 -74.075,42.65,767.76,18
40.62 -73.97,19.67,1849.21,94
40.97 -73.495,7.25,7.25,1
40.685 -73.83,14.22,767.95,54
40.66 -73.68,65.8,65.8,1
40.025 -75.18,3.8,3.8,1
40.94 -73.795,95.8,191.6,2
40.87 -73.925,22.3,3969.36,178
41.14 -73.24,278.3,278.3,1
35.075 -75.305,17.94,17.94,1
40.905 -74.32,7.3,14.6,2
40.175 -74.65,230.8,230.8,1
40.42 -74.2,285.48,856.45,3
41.065 -73.465,120.3,120.3,1
40.905 -73.87,23.55,659.28,28
40.67 -74.04,10.78,21.56,2
40.955 -73.94,80.3,80.3,1
34.315 -75.94,11.8,11.8,1
40.875 -73.44,110.3,110.3,1
40.665 -74.255,163.3,163.3,1
40.85 -73.9,15.23,2756.74,181
40.635 -73.935,11.4,193.86,17
41.16 -74.11,9.38,18.76,2
40.875 -73.835,24.04,336.54,14
40.62 -73.925,16.53,479.43,29
40.875 -73.87,7.1,35.5,5
40.815 -73.825,19.22,153.75,8
40.775 -73.545,101.91,305.72,3
40.745 -74.135,61.55,123.1,2
40.77 -74.36,7.56,7.56,1
40.735 -74.12,80.57,483.44,6
40.775 -73.99,13.3,2524803.86,189899
40.71 -74.19,9.88,39.54,4
40.655 -73.75,27.99,83.96,3
40.65 -73.71,62.88,125.76,2
40.525 -74.02,7.0,7.0,1
40.915 -73.87,18.55,37.1,2
40.895 -74.35,6.8,6.8,1
40.695 -73.69,79.55,79.55,1
40.95 -73.87,8.76,8.76,1
40.67 -73.7,26.55,53.1,2
40.275 -74.675,322.88,322.88,1
40.625 -73.83,37.4,74.8,2
40.345 -74.665,13.8,13.8,1
40.95 -73.725,114.36,114.36,1
40.85 -73.625,132.3,132.3,1
40.59 -73.755,11.08,22.16,2
40.55 -73.985,4.8,4.8,1
40.575 -73.95,32.63,163.16,5
40.415 -74.185,140.3,140.3,1
40.685 -73.69,19.19,134.3,7
40.79 -73.455,4.3,4.3,1
40.665 -73.85,78.01,1560.22,20
40.82 -74.355,7.3,7.3,1
40.79 -73.645,76.73,153.45,2
40.68 -73.525,66.71,133.41,2
40.63 -73.81,61.13,122.26,2
40.575 -74.1,36.3,72.6,2
40.7 -73.925,15.21,53740.47,3533
40.64 -73.745,44.77,1387.74,31
40.58 -74.32,165.3,165.3,1
40.69 -74.2,3.8,3.8,1
37.095 -70.56,11.02,33.06,3
40.7 -73.665,85.47,256.4,3
40.98 -73.975,145.8,145.8,1
40.575 -73.855,41.09,328.69,8
50.63 -61.755,6.3,6.3,1
41.07 -74.13,156.05,156.05,1
40.69 -73.705,27.3,109.2,4
40.685 -73.84,20.9,543.4,26
41.0 -74.14,230.3,230.3,1
40.94 -73.855,85.54,342.16,4
40.89 -73.98,31.43,62.86,2
40.205 -73.62,6.36,6.36,1
40.73 -73.84,49.93,19173.42,384
50.755 -66.78,10.3,10.3,1
40.965 -48.41,5.8,5.8,1
40.6 -73.75,43.75,87.49,2
45.445 -68.565,13.5,13.5,1
40.595 -74.1,41.09,82.18,2
41.015 -73.64,184.3,184.3,1
59.44 -91.225,15.8,15.8,1
40.62 -74.08,65.69,197.06,3
40.6 -74.69,381.6,381.6,1
40.855 -74.2,70.09,140.18,2
40.945 -73.83,60.01,900.15,15
40.645 -73.965,22.11,6103.42,276
34.54 -74.775,16.8,16.8,1
40.745 -73.87,12.68,2878.22,227
41.185 -74.085,73.26,73.26,1
40.605 -74.135,37.99,189.95,5
40.82 -73.7,115.69,347.06,3
40.68 -73.935,16.12,15495.43,961
40.61 -74.01,19.87,1470.19,74
40.64 -73.68,73.15,292.59,4
38.665 -65.435,7.4,7.4,1
40.715 -74.275,13.3,13.3,1
45.07 -71.73,90.8,90.8,1
40.56 -74.325,178.17,1069.05,6
40.72 -73.625,95.3,95.3,1
40.695 -73.525,128.55,257.1,2
40.52 -74.21,45.32,90.65,2
40.815 -74.055,10.3,20.6,2
40.855 -73.94,22.55,10079.53,447
40.715 -74.085,31.21,187.29,6
40.74 -73.855,14.81,3510.81,237
40.8 -73.68,120.84,120.84,1
40.655 -74.19,65.65,262.61,4
40.625 -74.155,20.93,83.7,4
40.955 -73.825,104.73,628.4,6
40.725 -74.325,102.87,925.84,9
40.67 -73.975,17.05,35606.38,2088
40.595 -73.91,55.41,609.5,11
39.32 -85.825,8.8,8.8,1
40.765 -73.225,4.3,4.3,1
40.775 -73.885,40.97,2236032.7,54572
40.625 -73.79,65.39,196.18,3
40.715 -73.685,108.35,108.35,1
40.705 -73.85,39.38,118.14,3
40.755 -73.545,21.3,21.3,1
12.86 85.045,8.3,8.3,1
64.43 -103.06,11.63,23.26,2
40.495 -74.495,250.3,250.3,1
40.84 -74.035,11.94,35.83,3
40.92 -74.09,137.41,274.81,2
40.89 -73.895,22.57,270.87,12
40.59 -74.115,8.8,8.8,1
40.715 -74.035,65.22,32284.03,495
42.38 -71.6,0.31,0.31,1
40.935 -73.775,113.69,454.74,4
27.005 -51.45,14.8,14.8,1
40.89 -74.08,26.4,132.0,5
40.825 -74.17,8.05,48.32,6
41.135 -73.38,125.3,125.3,1
40.695 -74.185,15.82,34592.36,2187
40.8 -74.25,96.96,96.96,1
40.695 -74.2,24.96,24.96,1
40.76 -74.115,5.68,11.36,2
40.71 -73.925,18.15,12793.83,705
40.665 -74.385,15.8,15.8,1
40.685 -73.66,70.05,280.2,4
40.885 -73.835,18.43,92.16,5
40.765 -74.37,6.36,6.36,1
40.57 -74.12,36.63,109.9,3
44.66 -98.16,13.8,13.8,1
40.825 -74.2,123.56,617.81,5
40.9 -74.055,81.05,162.1,2
41.04 -73.745,60.28,180.85,3
41.42 -74.89,9.8,9.8,1
40.82 -74.23,300.3,300.3,1
40.81 -73.615,78.36,78.36,1
40.87 -74.19,42.44,424.41,10
40.84 -73.18,200.3,200.3,1
41.0 -73.685,141.87,567.48,4
40.905 -74.065,50.28,100.56,2
40.81 -73.87,23.55,259.1,11
40.71 -73.765,11.79,129.67,11
28.58 -77.685,14.3,14.3,1
42.835 -48.705,12.36,12.36,1
40.77 -73.66,152.76,152.76,1
41.125 -73.375,216.36,216.36,1
40.655 -73.705,73.07,146.14,2
40.735 -73.675,50.25,251.25,5
40.865 -74.165,7.8,7.8,1
40.51 -73.66,9.81,29.44,3
40.965 -73.78,107.04,428.14,4
41.085 -74.13,184.8,369.6,2
40.805 -73.895,18.11,72.45,4
40.66 -73.865,17.8,17.8,1
40.985 -74.295,237.3,474.6,2
40.585 -73.97,17.84,749.09,42
40.63 -74.18,43.17,86.35,2
41.03 -73.62,144.33,577.3,4
40.815 -73.95,12.63,78788.0,6236
40.68 -73.455,60.3,60.3,1
40.775 -74.165,80.0,80.0,1
40.925 -73.785,105.15,630.9,6
40.86 -73.875,9.55,19.1,2
40.64 -73.965,20.29,11990.16,591
27.005 -77.085,15.96,15.96,1
40.785 -73.845,17.47,524.22,30
41.085 -74.28,13.3,13.3,1
40.845 -73.69,104.67,209.35,2
40.68 -73.7,6.03,615.26,102
40.83 -74.05,57.17,800.39,14
40.565 -74.58,213.3,213.3,1
40.77 -73.775,33.35,300.14,9
40.675 -73.785,32.0,352.04,11
40.75 -73.7,57.64,345.85,6
40.635 -74.04,19.12,305.92,16
35.99 -69.845,12.3,12.3,1
40.885 -74.3,11.3,11.3,1
41.11 -73.725,123.47,246.93,2
40.92 -73.835,98.03,490.14,5
40.585 -74.28,180.35,180.35,1
40.95 -73.82,35.37,176.83,5
40.8 -74.015,36.11,469.37,13
40.72 -73.71,80.0,80.0,1
40.92 -74.48,14.76,14.76,1
40.93 -74.265,4.8,4.8,1
40.76 -74.39,11.76,11.76,1
40.635 -74.245,52.8,52.8,1
40.79 -73.725,58.25,1689.3,29
34.13 -77.925,12.3,12.3,1
40.805 -73.72,68.6,68.6,1
40.625 -73.99,12.91,219.5,17
40.78 -74.68,27.96,27.96,1
37.975 -75.295,5.8,5.8,1
40.63 -73.99,15.59,311.71,20
40.86 -74.09,112.01,784.05,7
40.655 -73.72,90.15,180.3,2
40.72 -74.3,59.95,299.75,5
40.64 -74.34,28.17,56.35,2
40.46 -73.645,55.52,111.05,2
40.66 -73.92,15.8,2022.76,128
41.03 -73.86,125.42,125.42,1
40.865 -74.2,16.56,16.56,1
37.99 -65.31,85.3,85.3,1
40.375 -74.01,245.33,490.66,2
40.695 -73.825,17.91,2794.17,156
40.915 -74.0,60.55,121.1,2
40.67 -73.74,23.69,544.84,23
40.71 -73.8,20.13,5777.69,287
40.81 -73.195,167.8,335.6,2
40.77 -73.53,88.11,440.56,5
40.7 -73.68,28.8,259.21,9
42.995 -84.675,9.3,9.3,1
40.655 -74.015,23.01,575.19,25
40.895 -74.245,146.19,292.39,2
40.83 -73.45,228.35,228.35,1
40.645 -74.225,225.05,225.05,1
40.86 -73.62,150.8,150.8,1
40.59 -73.965,18.4,1030.38,56
41.055 -73.825,152.28,609.12,4
40.91 -73.125,272.16,272.16,1
40.725 -74.19,10.3,10.3,1
40.61 -74.005,16.9,912.39,54
40.405 -74.31,167.8,167.8,1
40.65 -73.705,60.3,60.3,1
40.635 -73.69,84.96,84.96,1
41.65 -72.68,134.83,674.16,5
41.09 -73.995,99.3,99.3,1
40.865 -74.565,7.3,7.3,1
40.83 -73.965,15.54,419.54,27
40.96 -74.365,126.5,253.0,2
41.02 -74.66,0.3,0.3,1
41.105 -74.16,199.13,1792.15,9
40.705 -74.265,8.93,17.86,2
41.125 -73.665,68.6,137.2,2
40.615 -74.095,22.5,67.5,3
40.69 -73.95,14.26,36441.74,2556
40.72 -73.685,93.95,93.95,1
41.085 -73.925,220.3,220.3,1
40.945 -73.725,92.63,92.63,1
40.595 -73.965,16.85,808.7,48
40.95 -73.03,200.3,200.3,1
40.96 -74.04,100.3,100.3,1
40.865 -74.395,50.3,100.6,2
36.02 -66.345,12.88,12.88,1
41.695 -68.995,11.3,11.3,1
39.945 -72.88,10.73,42.9,4
40.495 -73.94,23.76,23.76,1
40.765 -73.72,53.05,106.1,2
41.0 -73.9,14.75,14.75,1
43.855 -78.205,9.8,9.8,1
40.805 -73.91,19.09,5115.41,268
40.705 -74.05,14.23,71.15,5
40.115 -72.39,16.3,16.3,1
40.74 -74.09,6.3,6.3,1
41.17 -73.85,50.3,50.3,1
40.62 -73.845,10.38,10.38,1
40.585 -73.645,53.49,481.41,9
40.835 -74.15,36.82,478.66,13
40.66 -73.54,120.3,120.3,1
40.88 -73.935,9.96,9.96,1
40.965 -74.1,141.95,283.91,2
40.715 -74.345,106.05,106.05,1
41.115 -73.865,167.3,167.3,1
40.8 -74.07,86.9,434.48,5
40.72 -74.325,81.14,730.26,9
41.005 -74.17,169.3,169.3,1
40.82 -74.14,127.08,381.24,3
40.825 -74.035,0.3,0.3,1
40.56 -73.985,18.3,18.3,1
40.65 -73.67,120.35,120.35,1
40.835 -74.0,56.81,284.06,5
41.515 -72.32,11.76,11.76,1
40.695 -73.46,150.3,150.3,1
40.865 -74.265,17.16,17.16,1
40.875 -74.03,15.41,123.27,8
40.875 -73.945,14.48,43.45,3
40.725 -74.205,133.56,133.56,1
40.695 -74.02,19.09,267.33,14
41.065 -73.5,100.3,100.3,1
40.935 -74.13,48.55,48.55,1
40.13 -68.615,65.34,65.34,1
40.765 -73.67,62.65,187.95,3
40.575 -74.01,24.13,72.4,3
40.72 -74.33,120.35,120.35,1
40.605 -73.925,54.55,109.1,2
40.95 -73.825,88.62,531.7,6
40.59 -73.915,18.36,18.36,1
42.35 -72.02,23.0,23.0,1
40.775 -74.02,46.62,4149.39,89
4.015 -73.995,24.96,24.96,1
40.77 -73.7,177.66,177.66,1
40.72 -74.365,192.96,192.96,1
40.755 -74.025,55.49,18700.75,337
40.655 -73.765,83.55,1086.16,13
40.83 -73.68,71.05,213.15,3
40.94 -74.04,90.3,90.3,1
40.86 -73.52,9.8,9.8,1
40.355 -74.4,317.75,317.75,1
40.655 -73.585,73.49,293.95,4
40.645 -74.52,192.55,192.55,1
40.665 -73.785,53.36,26894.18,504
40.94 -74.1,90.96,90.96,1
40.775 -73.75,9.8,9.8,1
40.745 -74.235,8.16,8.16,1
40.86 -73.895,15.27,3740.79,245
41.74 -73.795,22.4,22.4,1
40.675 -73.63,180.36,180.36,1
40.655 -73.94,16.59,1376.96,83
40.74 -73.965,14.15,1117.89,79
40.85 -74.13,52.23,417.82,8
40.72 -73.695,56.47,169.4,3
40.665 -74.125,41.16,164.62,4
41.04 -73.735,168.19,2522.92,15
40.765 -74.405,70.31,140.61,2
40.33 -74.59,230.06,460.13,2
40.665 -73.755,33.44,1838.96,55
43.69 -89.02,7.56,7.56,1
40.76 -74.075,60.94,1097.01,18
40.705 -73.455,28.8,28.8,1
40.64 -74.06,47.13,47.13,1
40.865 -74.065,111.79,558.94,5
40.59 -73.7,81.35,162.71,2
40.755 -73.84,48.82,683.44,14
4.745 -73.99,6.3,6.3,1
41.035 -73.585,139.89,699.45,5
43.075 -74.245,15.8,15.8,1
40.805 -74.03,17.32,363.68,21
40.71 -74.085,34.57,1624.67,47
40.645 -73.695,111.96,111.96,1
40.795 -73.905,12.12,181.77,15
41.105 -74.155,164.6,164.6,1
41.275 -74.66,8.8,8.8,1
40.77 -73.465,97.62,292.86,3
40.775 -74.38,11.3,11.3,1
40.605 -73.94,18.7,355.34,19
40.73 -73.51,137.13,411.4,3
40.8 -74.46,220.83,1324.98,6
40.885 -73.805,194.3,388.6,2
40.67 -73.94,18.27,21098.14,1155
26.03 -61.22,14.72,14.72,1
40.685 -73.73,9.57,47.86,5
40.91 -73.65,69.76,69.76,1
40.91 -73.565,21.9,21.9,1
40.52 -74.415,130.3,130.3,1
40.87 -74.26,92.73,185.46,2
40.72 -74.09,55.12,385.85,7
40.745 -73.905,13.86,116054.9,8374
41.01 -73.675,174.47,348.93,2
40.9 -73.835,6.55,13.1,2
40.68 -73.89,20.17,605.24,30
40.73 -73.43,167.45,837.26,5
40.78 -74.09,12.03,24.06,2
40.285 -74.525,52.8,158.4,3
40.81 -73.73,77.8,77.8,1
40.985 -73.77,31.67,63.35,2
40.5 -73.86,9.8,9.8,1
40.77 -73.705,57.97,173.9,3
40.55 -74.275,115.43,230.85,2
40.845 -74.255,8.8,8.8,1
41.11 -73.795,55.63,166.9,3
41.98 -79.36,29.12,29.12,1
40.705 -74.415,112.05,112.05,1
40.7 -73.975,15.23,10035.91,659
47.455 -71.715,7.3,7.3,1
40.85 -74.23,46.54,186.15,4
40.9 -74.43,220.3,220.3,1
40.68 -74.015,31.86,30333.21,952
40.83 -73.7,58.49,175.46,3
40.905 -74.175,7.8,7.8,1
42.65 -81.75,29.16,29.16,1
40.76 -74.34,12.96,12.96,1
40.095 -74.16,352.3,352.3,1
38.335 -70.34,4.8,4.8,1
40.715 -73.935,15.64,37389.75,2390
42.22 -64.54,58.34,58.34,1
40.93 -73.86,94.6,94.6,1
40.565 -73.905,21.36,21.36,1
40.94 -74.325,12.96,12.96,1
56.95 -105.76,9.8,9.8,1
40.685 -73.565,85.3,85.3,1
40.72 -73.32,0.31,0.31,1
40.625 -73.72,12.13,36.4,3
42.67 -83.09,11.3,11.3,1
40.6 -73.98,15.66,422.85,27
40.74 -74.08,47.41,237.06,5
40.75 -73.91,17.16,11600.66,676
40.725 -73.77,43.63,392.66,9
41.015 -73.725,185.16,185.16,1
40.89 -74.265,20.32,345.47,17
40.935 -73.905,74.98,599.83,8
40.835 -73.86,18.6,9614.58,517
40.63 -73.885,33.87,1829.17,54
42.09 -78.575,10.8,10.8,1
40.86 -73.94,21.3,319.43,15
40.705 -74.015,20.37,3990920.39,195897
45.175 -83.025,16.56,16.56,1
40.895 -74.065,68.33,273.33,4
40.75 -73.955,20.78,128765.2,6196
40.555 -73.845,11.16,11.16,1
37.59 -74.82,15.36,15.36,1
42.995 -84.865,14.3,14.3,1
40.77 -73.93,14.79,124011.76,8383
40.8 -74.305,177.3,177.3,1
40.82 -73.97,10.98,329.32,30
40.615 -73.78,12.58,364.74,29
40.8 -74.03,42.75,171.0,4
37.695 -73.77,11.0,11.0,1
40.645 -73.745,33.65,100.94,3
40.63 -73.91,24.36,608.9,25
41.12 -74.295,14.16,14.16,1
40.835 -73.875,19.99,1159.61,58
40.845 -74.16,61.4,184.19,3
40.565 -74.555,229.48,1376.9,6
43.215 -75.105,9.3,9.3,1
41.345 -74.065,75.3,150.6,2
40.855 -74.005,20.3,20.3,1
41.005 -74.03,64.49,515.95,8
40.67 -73.955,16.57,52277.54,3154
40.925 -74.03,148.6,297.2,2
40.63 -74.28,163.56,163.56,1
40.07 -74.03,14.16,14.16,1
41.265 -73.88,144.9,289.8,2
40.94 -73.84,78.43,549.01,7
40.455 -73.93,18.3,18.3,1
40.79 -73.96,15.3,26587.89,1738
40.94 -73.98,99.3,99.3,1
40.74 -74.005,14.93,14538985.68,973656
40.67 -73.88,19.97,559.29,28
40.7 -73.675,49.22,246.1,5
40.73 -73.775,23.34,140.05,6
40.935 -73.825,100.3,100.3,1
40.705 -73.945,14.98,61544.95,4109
40.965 -73.975,152.55,305.1,2
40.78 -74.11,13.38,26.76,2
40.815 -73.755,46.84,46.84,1
40.56 -74.04,16.3,16.3,1
40.905 -73.785,105.82,529.11,5
40.63 -73.825,42.34,169.35,4
40.775 -73.935,14.84,4050.55,273
40.73 -74.125,77.24,463.46,6
40.885 -73.825,16.4,196.75,12
40.91 -74.3,14.95,14.95,1
40.8 -73.95,12.76,390071.29,30577
40.875 -73.905,16.94,6438.52,380
40.975 -73.97,36.8,36.8,1
40.8 -73.945,13.31,344123.29,25848
40.785 -74.33,120.3,120.3,1
40.63 -73.775,21.16,698.15,33
40.63 -74.305,18.96,18.96,1
40.6 -74.24,26.8,26.8,1
41.105 -73.345,8.47,25.4,3
41.585 -54.655,54.75,54.75,1
40.715 -73.575,19.19,441.42,23
40.605 -73.985,23.31,419.49,18
40.875 -73.805,9.75,9.75,1
40.875 -73.435,138.35,138.35,1
41.035 -73.775,101.93,1630.87,16
40.825 -73.995,26.2,524.05,20
40.755 -74.235,2.05,4.1,2
40.68 -73.785,24.47,73.4,3
40.615 -73.92,18.45,516.67,28
41.025 -74.195,180.3,180.3,1
40.87 -73.995,9.8,9.8,1
40.71 -74.095,28.66,372.53,13
40.93 -73.895,54.28,379.98,7
40.915 -73.12,191.53,1532.25,8
40.7 -74.235,38.2,191.0,5
40.74 -73.505,95.3,95.3,1
40.97 -74.045,130.3,130.3,1
41.025 -73.835,55.34,166.01,3
40.595 -74.245,2.63,7.9,3
40.62 -73.875,16.58,381.33,23
40.33 -74.495,120.3,240.6,2
40.635 -73.96,19.44,6298.75,324
41.065 -73.94,120.31,120.31,1
40.795 -74.095,11.8,11.8,1
45.925 -77.66,14.76,14.76,1
41.06 -74.14,100.3,100.3,1
40.765 -73.795,21.85,109.26,5
40.69 -74.425,9.8,9.8,1
40.78 -74.055,62.78,1820.58,29
40.93 -73.935,27.36,109.45,4
35.8 -69.4,42.8,42.8,1
40.75 -73.655,80.8,80.8,1
41.04 -73.695,80.05,80.05,1
42.16 -66.95,21.96,21.96,1
37.025 -75.12,23.3,23.3,1
38.19 -80.745,8.3,8.3,1
40.665 -74.16,9.8,9.8,1
40.69 -73.86,19.38,1026.92,53
40.645 -73.725,60.35,60.35,1
40.75 -73.82,18.26,748.61,41
40.88 -74.045,87.88,263.65,3
29.8 -62.21,6.3,6.3,1
41.205 -74.145,14.76,14.76,1
40.75 -73.78,17.63,52.9,3
40.925 -74.11,4.3,4.3,1
40.52 -74.4,110.3,110.3,1
38.89 -70.225,53.04,53.04,1
40.785 -74.08,66.92,1003.79,15
40.915 -73.895,34.64,415.73,12
40.845 -73.94,18.6,153936.92,8278
40.51 -74.025,8.8,8.8,1
40.76 -73.995,13.71,5458287.41,398161
40.605 -74.085,14.24,598.02,42
40.87 -73.885,17.36,1302.11,75
40.75 -73.71,33.45,100.35,3
41.015 -73.635,165.8,165.8,1
41.485 -74.99,33.36,33.36,1
40.635 -73.975,18.22,8598.26,472
40.64 -73.975,21.84,21205.35,971
40.61 -73.75,9.63,19.26,2
40.895 -73.895,18.09,452.14,25
40.79 -73.83,46.81,46.81,1
40.63 -74.075,43.5,217.5,5
40.905 -74.135,13.93,83.56,6
40.78 -73.94,15.75,2078.96,132
40.66 -74.155,15.96,15.96,1
40.845 -74.05,84.05,84.05,1
40.735 -74.03,49.72,10889.28,219
40.655 -73.65,22.63,67.9,3
40.575 -73.945,75.38,75.38,1
40.9 -73.855,29.1,378.32,13
40.87 -73.945,11.61,69.66,6
40.855 -73.945,70.0,70.0,1
44.53 -83.915,11.8,11.8,1
40.765 -73.92,14.54,270331.14,18588
40.865 -73.42,175.0,175.0,1
40.79 -73.68,78.84,788.36,10
40.735 -73.98,13.69,5498802.38,401643
40.91 -74.205,11.76,11.76,1
40.82 -74.155,87.95,351.79,4
40.86 -73.995,49.07,245.36,5
40.755 -74.365,210.3,210.3,1
40.62 -73.705,18.99,265.85,14
40.905 -73.815,33.76,236.29,7
40.755 -73.865,14.39,3253.13,226
40.81 -73.545,65.34,65.34,1
40.975 -73.77,162.85,162.85,1
40.89 -74.015,84.61,1099.96,13
40.81 -74.03,39.84,199.18,5
40.72 -74.19,8.3,8.3,1
40.805 -73.85,28.11,112.43,4
40.815 -74.2,96.36,96.36,1
40.92 -73.755,43.56,261.39,6
40.695 -73.31,252.8,252.8,1
40.63 -73.92,16.28,1009.1,62
40.79 -73.885,23.99,119.95,5
40.75 -74.21,7.8,7.8,1
40.855 -73.855,14.7,734.95,50
40.755 -74.19,43.1,172.39,4
40.745 -73.66,80.13,80.13,1
4.06 -73.79,52.8,52.8,1
40.65 -73.77,31.88,765.03,24
40.505 -74.43,221.05,221.05,1
36.415 -75.635,7.8,7.8,1
40.645 -74.085,15.24,137.2,9
40.855 -73.975,60.34,3318.88,55
40.9 -74.335,14.8,14.8,1
40.74 -74.28,109.24,218.48,2
40.655 -73.98,19.81,8972.98,453
40.81 -73.7,110.47,331.41,3
40.865 -74.11,13.3,13.3,1
40.785 -73.63,120.97,362.9,3
40.74 -73.845,59.19,56823.43,960
40.81 -73.95,13.06,438519.6,33573
40.76 -73.945,13.75,4511.29,328
40.66 -74.42,280.3,280.3,1
40.78 -73.96,12.83,7250580.68,565074
40.75 -73.62,87.81,1492.77,17
40.76 -74.105,25.56,25.56,1
40.8 -73.89,19.5,156.02,8
40.88 -73.95,56.08,897.26,16
40.72 -74.28,120.3,120.3,1
40.645 -73.53,165.32,165.32,1
40.87 -73.92,17.5,34077.68,1947
40.845 -74.13,140.3,140.3,1
40.67 -74.205,3.3,3.3,1
40.875 -74.06,57.19,400.35,7
42.9 -74.87,14.16,14.16,1
40.96 -73.82,58.96,471.69,8
40.78 -73.755,10.8,10.8,1
41.125 -73.94,78.33,156.66,2
40.965 -73.87,63.8,63.8,1
41.285 -73.795,24.36,24.36,1
40.92 -73.01,270.35,270.35,1
45.8 -90.175,20.3,20.3,1
40.795 -74.375,10.3,10.3,1
40.885 -74.155,4.3,4.3,1
40.73 -74.065,38.19,3818.8,100
40.805 -74.14,137.3,274.6,2
41.01 -73.93,160.3,160.3,1
41.21 -74.25,17.55,35.1,2
40.8 -74.66,11.3,11.3,1
41.06 -74.295,40.36,40.36,1
40.615 -73.945,19.54,820.77,42
40.855 -74.09,55.76,167.29,3
40.84 -73.965,13.84,69.22,5
35.61 -64.425,8.76,8.76,1
40.625 -73.955,17.88,1627.46,91
40.79 -74.22,162.8,325.6,2
37.85 -76.955,7.25,7.25,1
41.365 -73.915,0.31,0.31,1
40.855 -73.845,15.38,784.47,51
40.775 -74.045,52.07,2030.76,39
40.605 -74.14,144.1,144.1,1
40.61 -73.9,40.28,201.42,5
40.735 -74.125,67.05,536.43,8
40.895 -74.2,9.3,9.3,1
40.595 -74.005,14.05,323.17,23
37.64 -77.68,38.13,38.13,1
40.75 -73.875,12.03,19391.64,1612
40.74 -73.71,32.58,228.07,7
40.5 -74.465,105.3,105.3,1
40.58 -74.11,44.35,133.06,3
40.955 -73.76,28.92,115.68,4
41.04 -74.015,110.3,110.3,1
40.82 -73.82,17.83,659.62,37
29.775 -69.585,10.56,10.56,1
47.86 -76.34,7.8,7.8,1
40.605 -73.965,23.69,2345.44,99
40.83 -74.01,14.98,119.82,8
40.775 -74.5,187.8,187.8,1
40.71 -73.69,6.13,18.4,3
42.13 -68.89,12.8,12.8,1
41.085 -74.055,170.05,170.05,1
40.175 -75.505,14.3,14.3,1
39.645 -74.53,19.8,19.8,1
40.835 -73.85,17.4,4507.38,259
40.725 -74.225,8.73,17.46,2
40.805 -73.965,15.12,3131409.37,207130
40.645 -74.08,25.14,477.69,19
40.72 -73.905,14.71,2735.74,186
40.645 -73.705,33.19,99.56,3
40.985 -73.745,194.8,389.6,2
40.805 -73.885,22.7,181.58,8
40.73 -73.77,17.87,89.33,5
40.795 -73.825,85.39,1280.92,15
40.945 -74.125,128.82,386.46,3
40.73 -74.155,57.16,514.46,9
40.89 -73.56,110.3,110.3,1
41.27 -73.125,183.32,733.29,4
40.645 -73.58,80.3,80.3,1
40.925 -74.28,15.97,63.88,4
40.95 -73.85,163.5,490.5,3
40.635 -73.925,23.87,572.84,24
40.825 -73.48,140.3,140.3,1
41.06 -74.035,199.06,199.06,1
40.855 -74.21,10.12,10.12,1
40.42 -74.225,170.39,1022.35,6
36.005 -77.335,14.16,14.16,1
40.765 -74.025,67.61,42529.12,629
40.82 -73.83,18.05,144.41,8
41.045 -73.535,103.54,1035.38,10
40.915 -73.815,91.29,182.59,2
40.85 -73.835,35.17,351.67,10
40.7 -73.325,20.75,20.75,1
40.895 -74.36,7.43,14.86,2
40.72 -74.35,144.7,144.7,1
41.03 -74.13,106.63,319.9,3
33.635 -74.125,6.3,6.3,1
40.755 -74.405,161.55,161.55,1
40.72 -73.835,38.56,33045.61,857
40.685 -74.035,15.96,15.96,1
44.895 -70.545,19.3,19.3,1
40.815 -72.965,196.3,196.3,1
40.685 -73.765,32.86,197.18,6
39.67 -68.14,9.12,9.12,1
40.925 -74.09,75.8,151.6,2
40.755 -73.795,21.39,128.36,6
40.775 -74.1,225.95,225.95,1
40.62 -74.085,13.98,41.95,3
40.855 -73.92,17.94,1345.74,75
40.595 -73.97,35.06,490.86,14
40.76 -73.735,49.89,598.67,12
40.695 -73.905,18.71,7278.93,389
40.845 -74.165,82.21,328.85,4
40.73 -74.04,41.58,35054.77,843
40.41 -75.65,6.8,6.8,1
40.77 -73.69,54.3,217.2,4
40.96 -73.705,0.3,0.3,1
43.7 -69.8,21.3,21.3,1
40.85 -73.845,22.39,2372.89,106
38.175 -78.635,5.8,5.8,1
40.76 -73.675,48.98,146.95,3
40.635 -73.705,52.15,104.3,2
40.3 -74.355,8.3,8.3,1
40.655 -74.315,125.3,125.3,1
